title,source,url,json_content
Return an expression containing ArrayWrapper,Stack Overflow,N/A,"{""tags"": [""eigen3""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 53712461, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1544560125, ""creation_date"": 1544470608, ""body"": ""I am writing C++/Python hybrid. The library that glue the two parts support Eigen matrix/array but not tensor.\n\nIs it safe to do something like this?\n\n\n\nOr, is it better to do this?\n\n\n"", ""excerpt"": ""The library that glue the two parts support Eigen matrix/array but not <span class=\""highlight\"">tensor</span>.\n\nIs it <span class=\""highlight\"">safe</span> to do something like this? &hellip; "", ""title"": ""Return an expression containing ArrayWrapper""}"

TensorFlow custom operation: Thread safety of output tensor,Stack Overflow,N/A,"{""tags"": [""c++"", ""multithreading"", ""tensorflow""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 52727882, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1539117614, ""creation_date"": 1539112415, ""body"": ""I have a custom operation for TensorFlow which benefits from doing a certain computation in parallel.\nHowever, one user reported a crash when using this parallel computation (on my computer everything works fine).\n\n\nIs there anything I have to take care in the Compute method when working with threads?\nIs reading/writing tensors already thread-safe or do I have to take care?\nEspecially, do I have to synchronize my threads when writing to the output tensor? See simplified code snippet below.\n\n\n\n    void Compute(OpKernelContext* context) override \n    {\n        // output tensor\n        Tensor* outputTensor = nullptr;\n        OP_REQUIRES_OK(context, context-&gt;allocate_output(0, TensorShape({maxI, maxJ}), &amp;outputTensor));\n        auto outputMapped = outputTensor-&gt;tensor();\n\n        // do some computations for index (i, j) and write result to index (i, j) of output tensor\n        // do this for each (i, j) combination\n        outputMapped(i, j) = result; \n\n        // computing the result for each index (i, j) in parallel would speed up the computation\n        // Question: is it allowed to write to outputMapped(i, j) from different threads without synchronization?\n    }\n\n\nThis is the relevant code:\n\n\nCompute(...) method: output tensor\nStart parallel work\nWrite to output tensor from each thread in parallel\n\n\nI looked through the TF docs, but it only mentions that TF itself may call Compute(...) in parallel. But I could not find any information about thread-safety of the tensors. Does anyone have more information about this? \n"", ""excerpt"": ""Is reading/writing tensors already thread-<span class=\""highlight\"">safe</span> or do I have to take care?\nEspecially, do I have to synchronize my threads when writing to the output <span class=\""highlight\"">tensor</span>? See simplified code snippet below. &hellip; void Compute(OpKernelContext* context) override \n    {\n        // output <span class=\""highlight\"">tensor</span>\n        <span class=\""highlight\"">Tensor</span>* outputTensor = nullptr;\n        OP_REQUIRES_OK(context, context-&gt;allocate_output(0, TensorShape({maxI, maxJ &hellip; "", ""title"": ""TensorFlow custom operation: Thread safety of output tensor""}"

TensorFlow: How to use &#39;tf.data&#39; instead of &#39;load_csv_without_header&#39;?,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow"", ""deep-learning"", ""pycharm"", ""tensorflow-datasets""], ""question_score"": 2, ""is_accepted"": true, ""answer_id"": 52662295, ""is_answered"": false, ""question_id"": 51113982, ""item_type"": ""answer"", ""score"": 7, ""last_activity_date"": 1538731115, ""creation_date"": 1538731115, ""body"": ""Using  to work with a  file:\n\nFrom TensorFlow&#39;s official documentation:\n\n\n  The tf.data module contains a collection of classes that allows you to easily load data, manipulate it, and pipe it into your model.\n\n\nUsing the API,  is intended as the new standard of interfacing with data in TensorFlow. It represent &quot;a sequence of elements, in which each element contains one or more Tensor objects&quot;. For a CSV, an element is just a single row of training example, represented as a pair of tensor that correspond to the data (our ) and the label (&quot;target&quot;) respectively. \n\nUsing the API, the primary method of extracting each row (or each element more accurately) in a tensorflow dataset () is by consuming the Iterator and TensorFlow has an API named  for that. To return the next row, we can call  on the Iterator for example.\n\nNow onto the code to take  and transform that into our tensorflow dataset. \n\nMethod 1:  and \n\nWith more recent versions of TensorFlow&#39;s Estimator API, instead of , you&#39;d read your CSV or using the more generic  instead. You can chain that with  to skip the first row if there is a header row, but in your case, that wasn&#39;t necessary. \n\nYou can then use  to pack decode each line of your CSV into its own respective fields.\n\nThe code solution:\n\n\n\nYou would get:\n\n\n\nYou can verify the :\n\n\n\nYou can also use  to iterate through the iterator:\n\n\n\nMethod 2:  to construct a dataset object from numpy or pandas\n\n\n\nAnother (more elaborated) example:\n\n\n\n\n\nI also strongly suggest this article and this, both from the official documentation; Safe to say that should cover most if not all your use case and will help you migrate from the deprecated  function.\n"", ""excerpt"": ""It represent &quot;a sequence of elements, in which each element contains one or more <span class=\""highlight\"">Tensor</span> objects&quot;. &hellip; Construct a dataset, and configure batching/repeating.\nds = tf.data.Dataset.from_tensor_slices((features,targets))\n\n\n\n\nI also strongly suggest this article and this, both from the official documentation; <span class=\""highlight\"">Safe</span> &hellip; "", ""title"": ""TensorFlow: How to use &#39;tf.data&#39; instead of &#39;load_csv_without_header&#39;?""}"

How to grab one tensor from an existing model and use it in another one?,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 51852089, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1534391452, ""creation_date"": 1534299633, ""body"": ""What I want to do is to grab some weights and biases from an existing trained model, and then use them in my customized op (model or graph).\n\nI can restore model with:\n\n\n\nAnd then grab tensor:\n\n\n\nMy question is, if I want to use that  in another context (model or graph), how to safely copy its value to the new graph, e.g.:\n\n\n\nAny help is welcome, thank you so much.\n\n\n\nThanks @Sorin for the inspiration, I found a simple and clean way to do this:\n\n\n"", ""excerpt"": ""restore model with:\n\n# Create context\nwith tf.Graph().as_default(), tf.Session() as sess:\n    # Create model\n    with tf.variable_scope(&#39;train&#39;):\n        train_model = MyModel(some_args)\n\n\nAnd then grab <span class=\""highlight\"">tensor</span> &hellip; "", ""title"": ""How to grab one tensor from an existing model and use it in another one?""}"

tensorflow object detection faster rcnn randomly fails,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow"", ""object-detection""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 4, ""is_answered"": true, ""question_id"": 45007328, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1531467534, ""creation_date"": 1499675774, ""body"": ""I am trying to use the new object detection api in tensorflow 1.2, and the example faster-rcnn config, to train on a custom dataset. The error I get is related to some tensor shapes, but it happens seemingly randomly during training, and the exact shape changes too.\n\n\n\nAs you can see, it runs for a variable number of steps correctly, and then gives me . What I dont understand is why this error is being triggered, and furthermore the where the incompatible shape comes from, as this changes as well between runs.\n\nAs I did convert my dataset into the TF format, I was unsure whether that was my issue. However, I have successfully trained for several days on the same dataset with their ssd implementation, so I think it is safe to say the data is formatted correctly.\n\nEDIT: The label map file is here. Again I would like to point out that this same dataset runs perfectly using ssd.\n"", ""excerpt"": ""The error I get is related to some <span class=\""highlight\"">tensor</span> shapes, but it happens seemingly randomly during training, and the exact shape changes too. &hellip; However, I have successfully trained for several days on the same dataset with their ssd implementation, so I think it is <span class=\""highlight\"">safe</span> to say the data is formatted correctly. &hellip; "", ""title"": ""tensorflow object detection faster rcnn randomly fails""}"

How could I limit the range of a variable in tensorflow,Stack Overflow,N/A,"{""tags"": [""variables"", ""tensorflow""], ""question_score"": 9, ""is_accepted"": false, ""answer_id"": 47672475, ""is_answered"": false, ""question_id"": 47005283, ""item_type"": ""answer"", ""score"": 3, ""last_activity_date"": 1531297326, ""creation_date"": 1512557417, ""body"": ""The proper way to do this would be to pass the clipping function  as the  argument to the  constructor:\n\n\n\nFrom the docs of :\n\n\n  constraint: An optional projection function to be applied to the\n  variable after being updated by an Optimizer (e.g. used to implement\n  norm constraints or value constraints for layer weights). The function\n  must take as input the unprojected Tensor representing the value of\n  the variable and return the Tensor for the projected value (which must\n  have the same shape). Constraints are not safe to use when doing\n  asynchronous distributed training.\n\n\nOr you might want to consider simply adding a nonlinearity  on top of your variable.\n\n\n\nThis will transform your variable to range between 0 and 1. Read more about activation functions here.\n"", ""excerpt"": ""The function\n  must take as input the unprojected <span class=\""highlight\"">Tensor</span> representing the value of\n  the variable and return the <span class=\""highlight\"">Tensor</span> for the projected value (which must\n  have the same shape). &hellip; Constraints are not <span class=\""highlight\"">safe</span> to use when doing\n  asynchronous distributed training.\n\n\nOr you might want to consider simply adding a nonlinearity tf.sigmoid on top of your variable. &hellip; "", ""title"": ""How could I limit the range of a variable in tensorflow""}"
