repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,change_status,elapsed_days
cointegrated/rubert-base-cased-nli-threeway,3b1ca3c1c6c27f2714415652d6f6b6b97a8e5480,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (220cbb25723eb033c33eb5d481b1d22aa07376bc)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Dale,2023-03-20 05:52:57,True,+,178
cointegrated/LaBSE-en-ru,54c1434596262eb6396e1676f8684bae0abb3be1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (ded9647313efd8ab019270e14139ab62c6107cfe)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Dale,2023-03-20 05:53:02,True,+,178
cmarkea/distilcamembert-base-sentiment,6017841ea9cfb31dc891cee85537d58f9fac6d73,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (4445589fe05d1dda5dbcf9fac858b67fd855206d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Le Goff Baptiste,2023-08-01 06:04:44,True,+,312
cmarkea/distilcamembert-base-ner,26cc9a4628ceaf49a7c8fa1ad14fc83d9da3489e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (6bceac849afcbd44f8cde11997191843e7633889)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Le Goff Baptiste,2023-08-01 06:05:12,True,+,312
chinhon/pegasus-newsroom-summarizer_02,f2d2e78803fd307359d8ae260175b3bbf1adb3ce,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (553ddcad41afbc2d7df24a621400cab6e5b68c28)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Chua chin Hon,2023-07-26 10:08:59,True,+,306
chinhon/pegasus-multi_news-summarizer_01,6fb61a41d4d4b5cc3814d10f577851e5a34d61b6,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b8071c16dccfdcebd31c5e470b94a5d166e89736)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Chua chin Hon,2023-07-03 04:51:15,True,+,283
almanach/camembert-large,55d310e6c297587497164bd36b273120d8ef57e4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (f0723a3c32200e98a069357e50c344035ea35699)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2024-04-01 17:19:53,True,+,556
bigscience/T0pp,7df7b1c1aa361dd74049d0b794a01801fb4563de,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#15)


- Adding `safetensors` variant of this model (e487fa2221141294922d3f2d9959cfda60a3415e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-03-19 12:02:07,True,+,543
bigscience/T0_3B,032a20e775dd500df0a5a7f404466183d67f172b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (63c0f659bbe32cddc1f7888a7eb7a05b3e096175)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-03-09 08:39:07,True,+,533
bhadresh-savani/distilbert-base-uncased-emotion,ce6f4ffcde7642ca2cac02381a16da38e5498ff7,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (a2c74ef4343218cfb6d0690acd1c53d669c1c0bb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Bhadresh Savani,2024-08-14 10:11:10,True,+,691
bertin-project/bertin-roberta-base-spanish,dd3e8238536f308c01aaf5b0048529aaa2317704,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (40fe4924f939ec01ee61ab898d28b6028a550c43)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Javier de la Rosa,2023-03-21 04:31:01,True,+,179
beomi/KcELECTRA-base,681201a097b8120e6dd2a2e63a3e13d338736f88,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (9e46912434d1b054f9fcea5b9602ef6db7305147)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lee Junbum,2024-05-23 09:26:43,True,+,608
aubmindlab/bert-base-arabertv02,5042f1b57f23409ab5919509b0307f46a2c84f07,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d62a86d419e1b6c2b2a4a85beedf8ad2806f9470)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2023-03-17 11:49:17,True,+,175
aubmindlab/aragpt2-large,c6ee4555d6ad5644a28d71f2ff8d99746ef500f7,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1f3b778498852dba9abd0bd4c2aa35f72b0b52a0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2023-04-26 11:35:56,True,+,215
antoinelouis/netbert,74352a6482f6ebf9117953e66a99c2ee88222db4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0c9760d54629cce4c58a835feaecac8ddc562b6c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Antoine Louis,2024-03-25 12:50:20,True,+,549
antoinelouis/belgpt2,0bb8295d7ccb13ebe4920b4b8cfeb87f01e371e7,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (90ba6bc79b8a1641c38df1d185be3f352a088aa4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Antoine Louis,2023-04-15 08:09:49,True,+,204
akdeniz27/xlm-roberta-base-turkish-ner,0f71b7c93ff799a7ec4a677113c9cc4f2a6a81cd,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (81bace63704002d0f86526a424eb9c526547b509)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Taner Akdeniz,2023-03-19 08:49:57,True,+,177
akdeniz27/mbert-base-albanian-cased-ner,8d4bb589ce8457c20a5a6945917f6ebc9a3a2205,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (776e609e16c2d6b1d6af94fe3bca0fde33bbcf11)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Taner Akdeniz,2023-03-22 04:23:24,True,+,180
akdeniz27/mDeBERTa-v3-base-turkish-ner,e9d25b5a6bff1118ffaca6553046a65b021baba1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (6587393be4584f7c3cfdd96c3176600f9db24c81)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Taner Akdeniz,2023-06-05 11:35:25,True,+,255
akdeniz27/bert-base-turkish-cased-ner,b247a7fa2cbb6faea1d15011e2d22d13caa2286e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (ecfc91986d34daa1b5418a02bdf3ac32fb70c9f1)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Taner Akdeniz,2023-03-18 19:08:33,True,+,176
akdeniz27/bert-base-hungarian-cased-ner,15e7659a98c256c100c279975af3318e18a21eb8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (3eca92c523b4602ffe26433d753c1065af32251e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Taner Akdeniz,2023-03-17 07:54:17,True,+,175
adalbertojunior/distilbert-portuguese-cased,df1fa7aaabd0255a57286339fd706cdaa08244bb,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f8411160018b11a5cab78304950eb42ce9190a91)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adalberto Ferreira Barbosa Junior,2023-03-22 17:55:11,True,+,180
VoVanPhuc/sup-SimCSE-VietNamese-phobert-base,608779b86741a8acd8c8d38132974ff04086b138,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9a4a271fa5b678bdb25137147b58e81fd1b9ed53)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Vo Van Phuc,2024-04-10 05:01:08,True,+,565
TurkuNLP/bert-base-finnish-uncased-v1,69e3fe8c84be855b1b33fc7df8ca179f499d9d4d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2ab7f5c630e030eff9840636cb2419d2b40cf96c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Antti Virtanen,2024-02-20 06:56:25,True,+,515
TurkuNLP/bert-base-finnish-cased-v1,87b4eaac147499b3e54d2af200244b502501712c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (348509f3769194e5a9758e1cda68267b411ba41a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Antti Virtanen,2024-02-20 06:56:47,True,+,515
T-Systems-onsite/mt5-small-sum-de-en-v2,c1058c82e9108cf84f4e5a42df150d2ba22d270a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (26e6cc6eb310639aa573aa31e808b087a33f467e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Philip May,2023-04-27 15:26:23,True,+,216
T-Systems-onsite/cross-en-de-roberta-sentence-transformer,fb7dea62734262b9155eeaf0881ae177eaa7ceaf,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (ecae1e53dd9b64f1c9b1779b28c045bd8e898ff2)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Philip May,2023-04-27 15:29:30,True,+,216
T-Systems-onsite/cross-de-es-roberta-sentence-transformer,a218f375527ac9abb56fb21310cc99b01b9d193c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (193936f39831df16320296a3182bc957cf738045)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Philip May,2024-04-08 04:24:39,True,+,563
s-nlp/xlmr_formality_classifier,1f78e46df2dba06b3fb6cf7805c61d7b3c310dfb,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (77b8c6f2cf9a70c69908b6c5b03bb8d48204bfa3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Daryna Dementieva,2023-03-24 06:56:08,True,+,182
s-nlp/bart-base-detox,eb48f6ed5392621070d80c1d6a3e2c7c2c147d87,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f2c49afab5d9e97c562f56edfab7248da09401f0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Daryna Dementieva,2023-03-24 06:53:24,True,+,182
RifsxD/DialoGPT-medium-raifu,7aa379d70cca9be708c53615282221cdbf23b5dd,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b6e3b14487f72c0b648d7e3d0a243699f95917af)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Rifat Azad,2024-01-26 15:05:37,True,+,490
MrGentle/DeltaModel-genius1,3e9dd1992d42fb95d1a875c3533d07d12237a2b4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be0757a389509d5d2eeb6776268aa0114731e7e6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Staros,2023-04-19 15:56:13,True,+,208
MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,e81df37a43831f49262ce562447d2dc4ca6cd54a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (60b7789df913c4c92a3595dd298670ff7c7edb9e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Moritz Laurer,2023-03-20 04:26:01,True,+,178
MoritzLaurer/DeBERTa-v3-xsmall-mnli-fever-anli-ling-binary,1013d1a53cc6f7357172e9be30ce83b3c2e2e97c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (491a1ca2a6e357c8bc9dfc9a453c099c9429b8e7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Moritz Laurer,2023-03-20 04:28:49,True,+,178
MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,eb8b17b1983bca679126ea69b12b5d28c5fe9b9a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (e06f5b2281d3ef9494175095eafb1c910781951a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Moritz Laurer,2023-03-20 04:28:44,True,+,178
laiking/bert-base-german-cased-gnad10,37d8d40544a94b7474a6dc1fae4fb09c04756c05,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (279be2c9b556dab54294e448673d0c2eec6423e5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",mathieu,2023-03-21 16:48:52,True,+,179
LennartKeller/longformer-gottbert-base-8192-aw512,230ecb809ed842587e16bbac0286a165b39309f0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (633e5c558e95564b5891e7f03505d1b94c1a48b0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lennart Keller,2023-04-28 05:15:37,True,+,217
SI2M-Lab/DarijaBERT-arabizi,6d83e853f2b77c4666399506ad601e828766e0d1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (08fbdc095075c68b7e8e6a27ab47761b7db51d9f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Kamel Gaanoun,2023-03-23 05:56:11,True,+,181
Ilyes/wav2vec2-large-xlsr-53-french_punctuation,2209882c5e5b021d3b65cb44bdb4ed4cd33867b7,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (efd1c4dfe747d13e70b70e9c77286ed449ae5d2c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ilyes Rebai,2024-05-09 11:42:56,True,+,594
EleutherAI/gpt-neo-125m,6cb0d322a3a484e99667e7cb240e22f1ac036b99,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (7af65195821fe1bdf752c96fd00c7cff78ade490)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Stella Biderman,2023-07-09 11:54:09,True,+,289
EleutherAI/gpt-neo-1.3B,8282180b53cba30a1575e49de1530019e5931739,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (9e34e15c872605436c2e94601fd67a2446b30047)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Stella Biderman,2023-07-09 11:52:34,True,+,289
jesseD/homer-bot,32d40acd06333ede9a689150c26b34953df853c9,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d17b1d0cde5dcbe676848c169728a193c7e3bd7d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jesse Dingley,2024-04-05 17:53:03,True,+,560
CAUKiel/JavaBERT,bac399e0d903099524999d3f9162421b0eafdd48,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (b7e7cc77e97f81014a3ff87b93e9f43aa2b38ba0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nelson Tavares de Sousa,2023-03-20 05:43:34,True,+,178
AdharshJolly/HarryPotterBot-Model,031d1a134a272da755691e946503293d57eaeb47,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b86bc942233e23dec3d3e0bd50a6b8288670b1ce)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adharsh Jolly,2024-07-17 05:35:04,True,+,663
FacebookAI/xlm-roberta-large,5bc772e3200d64d987707aa9e9dfcca44b1f8da2,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#13)


- Adding `safetensors` variant of this model (2a489c01713afb599e293739f28b7d36941f13dc)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 16:19:19,True,+,195
FacebookAI/xlm-roberta-large-finetuned-conll03-english,df3cc13673c5de461b24e1c75ff17c20f41d3a34,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#10)


- Adding `safetensors` variant of this model (d42471300e02526d8ca959081abe63cff0e9e071)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-11-28 04:51:38,True,+,431
FacebookAI/xlm-roberta-large-finetuned-conll02-spanish,20c988ed3590c0fa2de016700fc375b0266c7513,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4fbcd7daf1ae5746589b5c1fbce696b45c3f292b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-09-12 16:39:08,True,+,354
FacebookAI/xlm-roberta-base,42f548f32366559214515ec137cdd16002968bf6,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (42d8930d2fa6e51784fc924d37943d1cb89ec0de)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 10:16:18,True,+,54
google-t5/t5-base,fe6d9bf207cd3337512ca838a8b453f87a9178ef,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (e2cdbf1187d349dfc8f0543cb96982c95005c3b7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:36,True,+,195
google-t5/t5-3b,bed96aab9ee46012a5046386105ee5fd0ac572f0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (438d15719487b1dd9f9762aa45ed1fc0edbfc7d0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-01-29 10:44:49,True,+,493
openai-community/roberta-large-openai-detector,38f3e0ccf205e9c4e0b38ae9d75ec948141bf832,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (8f0a2e84eda6bfe80ecff0442a3832ab7f2895da)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-04-10 05:56:29,True,+,565
FacebookAI/roberta-large-mnli,df0f743a40fd2c7a260dfae33c1991f72ca9d472,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (531c60848c9322d657baecb18886f954a624cb6d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:16,True,+,195
openai-community/roberta-base-openai-detector,e83ca3cbbdd48ffb3a5f0468e487f84e4a81a796,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (82e0e0fa07e714847a9ba369c5753877d617ad33)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:39:59,True,+,195
openai-community/openai-gpt,adacbec1426c790163037629ab537b20464a8f71,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (ec256d13d0fb1306e1190e9d45e7bd5c37cb4f7a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:43,True,+,195
openai-community/gpt2-xl,b81cf803a4e4e809062586ac620a06e65d9e20b6,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (fcf4dcd648429c5e528b7c684bf0ccf74d0110c4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-10-23 09:09:53,True,+,395
openai-community/gpt2-medium,425b0cc90498ac177aa51ba07be26fc2fea6af9d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (324159f8fc4af768042b85cb32f0117fdf90482f)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Sylvain Gugger,2023-02-22 03:46:35,True,+,152
openai-community/gpt2-large,212095d5832abbf9926672e1c1e8d14312a3be20,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (e3395fc8f57604b82ce8444014e409c08e033f31)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Sylvain Gugger,2023-02-22 03:46:24,True,+,152
distilbert/distilroberta-base,d5411c3ee9e1793fd9ef58390b40a80a4c10df32,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5cbd7d214707beb941608d50e734179140c5f93f)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 18:22:40,True,+,54
distilbert/distilgpt2,ee0b29d316a6a55fd15c50c4a97aca80ab4dd66a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (4244ff61fb228ec942af0d72c89fedc9bc5faa31)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-14 16:36:02,True,+,52
distilbert/distilbert-base-uncased,1c4513b2eedbda136f57676a34eea67aba266e5c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (15e2238f2cd797b3a86485eddbc884f204cfedf0)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 10:16:54,True,+,54
distilbert/distilbert-base-uncased-distilled-squad,bb133e834d7dab8aa8eb3f04e0435db7a3a1ddc8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (666b6d18103e59adc641490a8d230378deaa6fb9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:56,True,+,195
distilbert/distilbert-base-multilingual-cased,9e90d6dd84b6a2e4d65e4d751baed6cd56578fd3,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (dd1a1f492011b5166b40838a60f9480673fc69dd)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:24,True,+,195
distilbert/distilbert-base-german-cased,a070f5a65373f44a961682692d7748f4a65c3895,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (17a0ade7c1bad348bb362c4dc9562ca87c1c2744)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:31,True,+,195
distilbert/distilbert-base-cased,0dacbb01d604f8adeeb5b87c9339e485ac40d5c0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (b8c7b4d024d865db7d183f4cec50c189b49bb3bb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-09-11 16:34:52,True,+,353
distilbert/distilbert-base-cased-distilled-squad,2d81d2eeffc5be1dad0839e48c04dd02952f8606,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (20f43298b52210bdeea41ce95e8b8bef84ca709a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Julien Chaumond,2023-03-21 10:55:59,True,+,179
almanach/camembert-base,be8cbf7fcc01247489f4dff362aee0443b9a3d86,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (28d35c43c163733b290d468362c639f258a9d3f5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:41:41,True,+,195
google-bert/bert-large-uncased,80792f8e8216b29f3c846b653a0ff0a37c210431,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0336813fa3333c168229e8389d0d3bfe8cefa08f)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-14 16:36:14,True,+,52
google-bert/bert-large-uncased-whole-word-masking,8b35f05561d0d917087166b71d3c2c83a39104b1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9eaf940db0616f9e134a496d54d19bccf5207b2c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:39:50,True,+,195
google-bert/bert-large-uncased-whole-word-masking-finetuned-squad,cca7eb4efca266eff710a8c7154ecbc382b78e77,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (353e76b256eb00b3c70ac272adc8473e063c654c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:50,True,+,195
google-bert/bert-large-cased,0879dca57dc16fa0f759392a4dde1250698570aa,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e2762dab13d1e03b9c0d36fc52c20c604dec23b8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:41:58,True,+,195
google-bert/bert-large-cased-whole-word-masking,4110364c3591c4609a3401e86f6c03a0495536fa,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (eb685f3381786a3c994619f38ec11da908dfa0db)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-04-10 05:56:46,True,+,565
google-bert/bert-large-cased-whole-word-masking-finetuned-squad,91e2b532e33a797ce7f356093360c6b274b8976c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d82169cbad46cd5cceaffa84b0337499943f2458)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:06,True,+,195
google-bert/bert-base-uncased,0a6aa9128b6194f4f3c4db429b6cb4891cdb421b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#15)


- Adding `safetensors` variant of this model (18c87780b5e54825a2454d5855a354ad46c5b87e)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 10:15:39,True,+,54
