repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,elapsed_days,change_status
amine/bert-base-5lang-cased,f001ddea40a71dabfd2e6c84b347940d771c2502,amine/bert-base-5lang-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (86d1df249b1c672b2bedfe4c5e49638cd479a49a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-11-08 15:44:09,True,778,+
antoinelouis/belgpt2,0bb8295d7ccb13ebe4920b4b8cfeb87f01e371e7,antoinelouis/belgpt2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (90ba6bc79b8a1641c38df1d185be3f352a088aa4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Antoine Louis,2023-04-15 08:09:49,True,205,+
antoinelouis/netbert,74352a6482f6ebf9117953e66a99c2ee88222db4,antoinelouis/netbert/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0c9760d54629cce4c58a835feaecac8ddc562b6c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Antoine Louis,2024-03-25 12:50:20,True,550,+
aubmindlab/araelectra-base-discriminator,aaa9fba5575bd531d45cec3eccf24b755e0dccca,aubmindlab/araelectra-base-discriminator/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (44cd4f4a87ca8db263d76d06f1e82b2493559d6d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2024-10-29 09:27:11,True,768,+
aubmindlab/aragpt2-large,c6ee4555d6ad5644a28d71f2ff8d99746ef500f7,aubmindlab/aragpt2-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1f3b778498852dba9abd0bd4c2aa35f72b0b52a0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2023-04-26 11:35:56,True,216,+
aubmindlab/aragpt2-mega,0c129c98931a9d888080c83c410ec67960ea4dff,aubmindlab/aragpt2-mega/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (b495fbe01793c61934878ddf61d588dab26d89f7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2024-10-24 07:27:14,True,763,+
aubmindlab/bert-base-arabertv02,5042f1b57f23409ab5919509b0307f46a2c84f07,aubmindlab/bert-base-arabertv02/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d62a86d419e1b6c2b2a4a85beedf8ad2806f9470)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2023-03-17 11:49:17,True,176,+
beomi/KcELECTRA-base,681201a097b8120e6dd2a2e63a3e13d338736f88,beomi/KcELECTRA-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (9e46912434d1b054f9fcea5b9602ef6db7305147)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lee Junbum,2024-05-23 09:26:43,True,609,+
bertin-project/bertin-roberta-base-spanish,dd3e8238536f308c01aaf5b0048529aaa2317704,bertin-project/bertin-roberta-base-spanish/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (40fe4924f939ec01ee61ab898d28b6028a550c43)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Javier de la Rosa,2023-03-21 04:31:01,True,180,+
bhadresh-savani/distilbert-base-uncased-emotion,ce6f4ffcde7642ca2cac02381a16da38e5498ff7,bhadresh-savani/distilbert-base-uncased-emotion/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (a2c74ef4343218cfb6d0690acd1c53d669c1c0bb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Bhadresh Savani,2024-08-14 10:11:10,True,692,+
bharat-raghunathan/Tamil-Wav2Vec-xls-r-300m-Tamil-colab,566dc4ac0648d53637aaef18f6c7e3e2b032ed96,bharat-raghunathan/Tamil-Wav2Vec-xls-r-300m-Tamil-colab/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (dc2f8bd038afa0f57c67b0e9c04d94255b67af1d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Bharat Raghunathan,2024-11-27 19:23:26,True,797,+
bhavikardeshna/xlm-roberta-base-vietnamese,066f883f5f6409c5b9db50ddeacb4701785db662,bhavikardeshna/xlm-roberta-base-vietnamese/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c9c89b912d5d52af2acc3f4fe20c04ed63c919d8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Bhavik Ardeshna,2024-10-12 22:32:13,True,751,+
bigscience/T0,1cfa27271f8085c29323c94bd659004b210f20b5,bigscience/T0/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (5ad7a14f6fdf9be6821b6b4fcddd97bf80b9ca1f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-10-27 05:08:25,True,766,+
bigscience/T0_3B,032a20e775dd500df0a5a7f404466183d67f172b,bigscience/T0_3B/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (63c0f659bbe32cddc1f7888a7eb7a05b3e096175)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-03-09 08:39:07,True,534,+
bigscience/T0pp,7df7b1c1aa361dd74049d0b794a01801fb4563de,bigscience/T0pp/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#15)


- Adding `safetensors` variant of this model (e487fa2221141294922d3f2d9959cfda60a3415e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-03-19 12:02:07,True,544,+
bookbot/distil-wav2vec2-adult-child-cls-37m,5410bd526423b7c95409247274d7be8680b528f7,bookbot/distil-wav2vec2-adult-child-cls-37m/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (1966036ceb05c92505582ceb05a5036dee617368)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wilson Wongso,2024-11-13 18:20:28,True,783,+
bookbot/distil-wav2vec2-xls-r-adult-child-cls-64m,aea113595104a2c82ccaa1793934f49b56b1fae1,bookbot/distil-wav2vec2-xls-r-adult-child-cls-64m/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (793cbd7b4ae8676dc798a71fb723b4c0feb2522a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wilson Wongso,2024-10-28 19:11:09,True,767,+
bookbot/distil-wav2vec2-xls-r-adult-child-cls-89m,56d541de2769c3ccd932bdd0ed9b8edbdde5d9b0,bookbot/distil-wav2vec2-xls-r-adult-child-cls-89m/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (147a6f1230e71e58c2411675499de906341cdf8a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wilson Wongso,2024-10-28 19:11:07,True,767,+
bookbot/wav2vec2-xls-r-adult-child-cls,617ac1d46666b31e38c693f2e88968f2748cf62e,bookbot/wav2vec2-xls-r-adult-child-cls/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e59153c699d23668d0ead197957a92cdeee1b310)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wilson Wongso,2024-10-28 19:11:08,True,767,+
almanach/camembert-base-wikipedia-4gb,6b3bae4da568e13b7839d779396bd9f6c416335c,almanach/camembert-base-wikipedia-4gb/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (30a6d3f78ab88c1c8ef499b274dc7129ee567310)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2024-11-18 07:55:18,True,788,+
almanach/camembert-base-legacy,526a8049d1b57501a19e24f3ae990a3db94fedd7,almanach/camembert-base-legacy/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (1e7f542d3b2df7ada0240af786f382e8896b1d69)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2024-11-18 07:55:13,True,788,+
almanach/camembert-large,55d310e6c297587497164bd36b273120d8ef57e4,almanach/camembert-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (f0723a3c32200e98a069357e50c344035ea35699)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Wissam Antoun,2024-04-01 17:19:53,True,557,+
chinhon/pegasus-multi_news-summarizer_01,6fb61a41d4d4b5cc3814d10f577851e5a34d61b6,chinhon/pegasus-multi_news-summarizer_01/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b8071c16dccfdcebd31c5e470b94a5d166e89736)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Chua chin Hon,2023-07-03 04:51:15,True,284,+
chinhon/pegasus-newsroom-summarizer_02,f2d2e78803fd307359d8ae260175b3bbf1adb3ce,chinhon/pegasus-newsroom-summarizer_02/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (553ddcad41afbc2d7df24a621400cab6e5b68c28)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Chua chin Hon,2023-07-26 10:08:59,True,307,+
cmarkea/distilcamembert-base-ner,26cc9a4628ceaf49a7c8fa1ad14fc83d9da3489e,cmarkea/distilcamembert-base-ner/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (6bceac849afcbd44f8cde11997191843e7633889)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Le Goff Baptiste,2023-08-01 06:05:12,True,313,+
cmarkea/distilcamembert-base-nli,747965dcb5d561e210a4cce5ebdafdfb14882b67,cmarkea/distilcamembert-base-nli/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5812669bf15c9aa05ce31015ce2f6cef718f14d7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Le Goff Baptiste,2023-08-01 06:05:46,True,313,+
cmarkea/distilcamembert-base-qa,f02661f2bc9d04c2ed2fa2d8a616a5ea47f454d3,cmarkea/distilcamembert-base-qa/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d1989aea407fac33e1a153a3879588072e270916)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Le Goff Baptiste,2023-08-01 06:05:58,True,313,+
cmarkea/distilcamembert-base-sentiment,6017841ea9cfb31dc891cee85537d58f9fac6d73,cmarkea/distilcamembert-base-sentiment/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (4445589fe05d1dda5dbcf9fac858b67fd855206d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Le Goff Baptiste,2023-08-01 06:04:44,True,313,+
cointegrated/LaBSE-en-ru,54c1434596262eb6396e1676f8684bae0abb3be1,cointegrated/LaBSE-en-ru/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (ded9647313efd8ab019270e14139ab62c6107cfe)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Dale,2023-03-20 05:53:02,True,179,+
cointegrated/rubert-base-cased-nli-threeway,3b1ca3c1c6c27f2714415652d6f6b6b97a8e5480,cointegrated/rubert-base-cased-nli-threeway/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (220cbb25723eb033c33eb5d481b1d22aa07376bc)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Dale,2023-03-20 05:52:57,True,179,+
cointegrated/rubert-tiny-toxicity,9e6d94eef3599d7b509580c8551227229cf0c5fb,cointegrated/rubert-tiny-toxicity/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9d488c18edb1209c0e188490146c0f79bcb5e28a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Dale,2023-03-17 06:23:09,True,176,+
cointegrated/rubert-tiny,dd354c8c07d1a05a1bc858021b580900ac9ec19b,cointegrated/rubert-tiny/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1759d868965cb0b2b913b9f4ce7ca8ac77b5a0c7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Dale,2023-03-17 06:21:51,True,176,+
connorboyle/bert-ner-i2b2,171548de3d72127a9848c91569e5b8f2012e4ed8,connorboyle/bert-ner-i2b2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f2078b160a08959836bf613295d82b6f776092cf)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Connor Boyle,2024-01-17 21:55:15,True,482,+
cross-encoder/ms-marco-MiniLM-L12-v2,7792850f0a113148aac9891572ca4b4550ee5b5f,cross-encoder/ms-marco-MiniLM-L12-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (de7799b6398905d50a4df3c7ad60feab522a1262)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:30:34,True,812,+
cross-encoder/ms-marco-MiniLM-L2-v2,922269d9441a84f4a8547cd66487f08aaf96dfeb,cross-encoder/ms-marco-MiniLM-L2-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e9034bbb36af2ce7ac422557ea63f203b0d779f6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:31:16,True,812,+
cross-encoder/ms-marco-MiniLM-L4-v2,261e4c3cc0cb0602c149533342ed49a757f3ab3a,cross-encoder/ms-marco-MiniLM-L4-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e477638f1536fdb5418da20f4203f80ef3c4cb96)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:31:35,True,812,+
cross-encoder/ms-marco-MiniLM-L6-v2,4bebbd56fc380a66525f95b03d4ec1a4b41a4f1e,cross-encoder/ms-marco-MiniLM-L6-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f130f2b05c9b70e021b4833afe43c6993e2c7563)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:32:08,True,812,+
cross-encoder/ms-marco-TinyBERT-L2-v2,841d331b6f34b15d6ac0ab366ae3a3b36eeac691,cross-encoder/ms-marco-TinyBERT-L2-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (24b3ada7adf13a4c242643c6506bbc0f86575756)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:32:34,True,812,+
cross-encoder/ms-marco-TinyBERT-L2,95cc8860bf3514e509468fbf8d133eaa9fd2c426,cross-encoder/ms-marco-TinyBERT-L2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2ae3243d443902fed5d8f8fd17366c6037c8c6d6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:32:24,True,812,+
cross-encoder/ms-marco-TinyBERT-L4,f960fa54b6de4d86e3eee1d40fffcc5bf9d2c433,cross-encoder/ms-marco-TinyBERT-L4/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a48e8c8d3a486460437e93878fef493b05cc723f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:33:08,True,812,+
cross-encoder/ms-marco-TinyBERT-L6,48d154fa21ae2ee1e8e2d74be561994edcc52c55,cross-encoder/ms-marco-TinyBERT-L6/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (de255114cced5675aaa7f95aab3773438b359999)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:33:14,True,812,+
cross-encoder/ms-marco-electra-base,f876dccd180e7bb441073e835feb4dc782a2c7de,cross-encoder/ms-marco-electra-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ca0d791df8ce6860ab591aca3c2a8e54b164254f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:33:21,True,812,+
cross-encoder/msmarco-MiniLM-L12-en-de-v1,5cf2147df9cd92cff54c1ad9a3defcc44353d2ff,cross-encoder/msmarco-MiniLM-L12-en-de-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (347ba5357312498cab728c684b0674482185cef1)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:33:26,True,812,+
cross-encoder/msmarco-MiniLM-L6-en-de-v1,970944bb5fc41da8cba545121a5b026bbe278eca,cross-encoder/msmarco-MiniLM-L6-en-de-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (65ae360cfe8319bc10acf42104f679de0cf8c250)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:33:36,True,812,+
cross-encoder/nli-MiniLM2-L6-H768,7364c275bbdd24a5ca88e9efe36ddcb1c607b0a1,cross-encoder/nli-MiniLM2-L6-H768/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (8e5ffce46152e78563f2e1c818e2452052fbf136)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:33:43,True,812,+
